链接,中药名,别名,英文名,产地分布,性味归经,功效与作用,临床应用,图片,形态,使用禁忌
http://www.zhongyoo.com/name/tusizi_820.html,菟丝子,菟丝实、吐丝子、黄藤子,Cuscutae Semen,生于山坡路旁、田边、荒地及灌木丛中，多寄生于豆科、菊科、藜科植物上，尤以大豆上为常见。全国大部分地区有分布。药材菟丝子主产于辽宁、黑龙江、吉林、内蒙古、山东、河北、山西等地。,平，味辛、甘。归肝经、肾经、脾经,补肾益精，养肝明日。属补虚药下分类的补阳药。,用于肾虚腰痛，阳痿，早泄，尿浊，带下，小便频数；胎动不安，先兆流产；肝肾不足，视物昏花，视力减退。此外，本品还可用于脾虚食少，大便不实，常与、、、等同用。内服：煎汤：用量10～15克，或入丸散。外用：炒研调敷。,http://www.zhongyoo.com//uploads/allimg/130808/1-130PQ6414L48.jpg,一年生寄生草本。茎纤细呈丝线状，橙黄色，多分枝，缠绕于其他植物体上，随处生吸器，侵入寄主体内。叶退化为三角状小鳞片。花白色，簇生；苞片卵圆形；花萼杯状，先端5裂，裂片卵形或椭圆形；花冠钟形，5浅裂，裂片三角形；雄蕊5枚，花丝短，与花冠裂片互生。雌蕊l枚，子房上位，2室，每室有胚珠2枚，花柱2，柱头头状。蒴果扁球形，长约3毫米，褐色。花期7～9月，果期8～10月。,阴虚火旺、阳强不萎及大便燥结者禁服
http://www.zhongyoo.com/name/wutongzi_1035.html,梧桐子,瓢儿果、桐麻豌、凤眼果、红花果,Semen Firmianae。,多为人工栽培。分布于我国南北各地。,平，味甘。归心经、肺经、肾经,行气健脾、消食和中、止血。属消食药。,用量5～10克；或研末，2～3克。外用：适量，煅存性研末敷。用治脾虚气滞、饮食不消、胃痛腹泻、鼻衄。此外，尚可治须发早白、小儿口疮等。,http://www.zhongyoo.com//uploads/allimg/131220/1-1312201033554X.jpg,落叶乔木，高16米，树皮青绿色，平滑。单叶互生，3～5掌状深裂，长15～30厘米，宽11～20厘米，基部心形，裂片三角形，顶端渐尖，两面均无毛或略被短柔毛，脉掌状；叶柄与叶片近等长。圆锥花序顶生；花单性，淡黄绿色；萼片5，条形，长约8毫米，外面密被淡黄色短柔毛；花梗与花近等长；雄花中的雄蕊柱约与萼片等长，花药15枚，聚集在花蕊柱的顶端；雌花的子房柄发达，心皮5，基部分离。蓇葖果膜质，有柄，成熟时开裂成叶状，长6～11厘米，宽1.5～2.5厘米，每个蓇葖果有种子2～4个。种子圆球形，表面有皱纹，直径约7毫米。花期6～7月，果期8～11月。,咳嗽多痰者、患有耳疾者不宜用
http://www.zhongyoo.com/name/sangshen_932.html,桑椹,桑葚、桑果、黑椹、文武实,mori fructus。,生于丘陵、山坡、村旁、田野等处，多为人工栽培。分布于全国各地。,寒，味甘、酸。归心经、肝经、肾经,补血滋阴、生津润燥。属补虚药下属分类的补血药。,用量9～15克，水煎服。用治眩晕耳鸣、心悸失眠须发早白、津伤口渴、内热消渴、血虚便秘。,http://www.zhongyoo.com//uploads/allimg/131113/1-131113160514550.jpg,落叶灌木或小乔木，高3～15米。树皮灰白色，有条状浅裂；根皮黄棕色或红黄色，纤维性强。单叶互生；叶柄长1～2.5厘米；叶片卵形或宽卵形，长5～20厘米，宽4～10厘米，先端锐尖或渐尖，基部圆形或近心形。花单性，雌雄异株；雌、雄花序均排列成穗状葇荑花序，腋生。瘦果，多数密集成一卵圆形或长圆形的聚合果，长1～2.5厘米，初时绿色，成熟后变肉质、黑紫色或红色。种子小。花期4～5月，果期5～6月。,脾胃虚寒便溏者慎服
http://www.zhongyoo.com/name/yuzhizi_236.html,预知子,八月札、八月炸、八月瓜、燕覆子、八月楂、压惊子、拉拉果,Akebiae Fructus。,野生于山坡或山谷疏林间。分布于湖南、广东、四川等地。,寒，味苦。归肝经、胆经、胃经、膀胱经,疏肝理气、活血止痛、除烦利尿。属活血化瘀药下属分类的活血止痛药,用量5～30克，煎服；大剂量可用30～60克；或浸酒。用治肝胃气痛、胃热不思食、腰痛、胁痛、疝气、痛经、子宫下垂、烦渴、输尿管结石。临床与尿珠子同用，治疗输尿管结石有较好疗效。,http://www.zhongyoo.com//uploads/allimg/140212/1-14021210500S28.jpg,落叶木质藤本，茎、枝均无毛。掌状复叶，通常3～5叶簇生于枝端，或互生，小叶5，倒卵形或长倒卵形，顶端钝圆、微凹或具短尖，基部宽楔形或圆形，全缘。总状花序腋生；花单性；雄花生于上部，雄蕊6枚；雌花花被片紫红色，具6个退化雄蕊，心皮分离，3～12。果实肉质，长卵形，成熟后沿腹缝线开裂；种子多数，卵形，黑色。花期4～5月，果实成熟期8月。,凡脾虚作泄泻者勿用，孕妇慎服
http://www.zhongyoo.com/name/suoluozi_717.html,娑罗子,开心果、猴板栗、婆罗子、苏罗子、索罗果、仙栗,Aesculi Semen。,野生或栽培。主产于陕西、河南、江苏、四川、湖北等地或栽培,温，味甘。归肝经、胃经,理气宽中、和胃止痛。属理气药。,用量3～9克，水煎服；或煨后研末服。用治胸腹胀闷、胃脘疼痛。,http://www.zhongyoo.com//uploads/allimg/131122/1-13112214113bD.jpg,落叶乔木，高达25米，掌状复叶对生，小叶5～7，长椭圆形或长椭圆状卵形，先端渐尖，基部楔形，边缘有细锯齿，下面仅基部幼时有疏柔毛，侧脉13～17对，有小叶柄；总叶柄长。圆锥花序大型；雄花与两性花同株；花萼筒状，不整齐5裂；花瓣4，白色，有长爪；雄蕊6枚，花丝不等长；子房上位。蒴果近球形，顶端扁平，棕黄色，有小突起，熟时3瓣裂。种子近球形，种脐淡白色，约占种子的1/2。花期5～7月，果期8～9月。,气阴虚患者慎服。儿童对β-七叶皂苷钠比较敏感，在国外曾有5例儿童因用药过量(常用量的10～20倍)而导致肾功能衰竭。国内有2例服用娑罗子出现咽喉部不适、恶心呕吐不良反应的报道
http://www.zhongyoo.com/name/yizhi_126.html,益智,益智子、益智仁、摘芋子,Alpiniae Oxyphyllae Fructus,生于林下阴湿处。分布于海南及广东的阳江、雷州半岛等地。此外，福建、广西有栽培。,温，味辛。归脾经、肾经,温脾止泻、摄唾、暖肾、固精缩尿。属收涩药下属分类的固精缩尿止带药。,用量3～9克，煎服。用治脾寒泄泻、腹中冷痛、口多唾涎、肾虚遗尿、小便频数、遗精白浊。益智子，炒研细，米饮入盐服1钱，治妇人崩中(《经效产宝》)。,http://www.zhongyoo.com//uploads/allimg/131221/1-131221134G03b.jpg,多年生草本。根茎横走，茎直立，丛生。叶2列，叶片宽披针形，先端尾尖，基部宽楔形，边缘有细锯齿和脱落性小刚毛，上面深绿色，下面淡绿色；叶柄短；叶舌膜质，棕色，2裂。花两性，总状花序顶生，被短柔毛，下端具1环形苞片，包围花轴，小苞片极短，膜质，棕色；花萼筒状，先端3齿裂，一侧开裂至中部，外被短柔毛，花冠管裂片3，长圆形，上面一片稍大，先端略呈兜状，外被疏柔毛，唇瓣倒卵形，粉白色并有红色条纹，先端钝，3裂，中间裂片突出，边缘波状；退化雄蕊呈短锥状，发育雄蕊1枚，花丝扁平，线形，花药短圆，药隔先端具圆形鸡冠状附属物；子房下位，3室，卵圆形，密被茸毛，上端有2棒状附属物，每室具胚珠8～9，花柱细长，柱头头状，具疏生缘毛。蒴果椭圆形，两端狭尖，被疏毛或光滑，果皮表面有明显的纵向维管束条纹，果柄短，果熟时黄绿色至棕色。种子多数，多角形略扁，棕黑色，外被膜质假种皮。花期1～3月，果期3～6月。,本品燥热，能伤阴助火，故阴虚火旺或因热而患遗精、尿频、崩漏等证者，均忌服
http://www.zhongyoo.com/name/fuxiaomai_3286.html,浮小麦,浮麦,Fructus Tritici Levis,全国各地大量栽培。,凉，味甘。归心经,除虚热、止汗。属清热药下属分类的清虚热药，或属收涩药下属分类的固表止汗药。,内服：煎汤，用量15～30克，或研末；止汗，宜微炒用。主治阴虚发热、盗汗、自汗。,http://www.zhongyoo.com//uploads/allimg/150707/1-150G011491Y91.jpg,一年生或越年生草本，高60～100厘米。秆直立，通常6～9节。叶鞘光滑，常较节间为短；叶舌膜质，短小；叶片扁平，长披针形，长15～40厘米，宽8～14毫米，先端渐尖，基部方圆形。穗状花序直立；长3～10厘米；小穗两侧扁平，长约12毫米，在穗轴上平行排列或近于平行，每小穗具3～9花，仅下部的花结实；颖短，第1颖较第2颖为宽，两者背面均具有锐利的脊，有时延伸成芒；外稃膜质，微裂成3齿状，中央的齿常延伸成芒，内稃与外稃等长或略短，脊上具鳞毛状的窄翼；雄蕊3；子房卵形。颖果长圆形或近卵形，长约6毫米，浅褐色。花期4～5月，果期5～6月。,无汗而烦躁或虚脱汗出者忌用
http://www.zhongyoo.com/name/lianzi_702.html,莲子,莲肉、莲实、莲蓬子、水芝丹,Nelumbinis Semen。,栽培或野生于池塘、水田中。分布于我国南北各地。,平，味甘、涩。归脾经、肾经、心经,补脾止泻、益肾固精、养心安神。属收涩药下属分类的固精缩尿止带药。,用量6～15克，煎服；或入丸、散。用治脾虚久泻、遗精带下、心悸失眠。,http://www.zhongyoo.com//uploads/allimg/140309/1-1403091450204W.jpg,多年生水生草本。根茎(藕)横生，长而肥厚，节略缢缩。叶盾形，粉绿色；叶柄有刺毛。花单生于花梗顶端，粉红色或白色；雄蕊多数；心皮多数，离生，嵌生于平头倒圆锥形的花托内，花托于果期膨大呈莲蓬头状，海绵质。坚果椭圆形。花期7～8月，果期9～10月。,中满痞胀、大便秘结者禁服
http://www.zhongyoo.com/name/laifuzi_827.html,莱菔子,莱菔、萝卜子、芦菔子,Raphani Semen,全国各地普遍栽培。,平，味辛、甘。归脾经、胃经、肺经,下气、祛痰、消食化积。属消食药。,用量4.5～9克，煎汤内服；或入丸、敦，宜炒用；外用：适量，研末调敷。用于咳嗽痰喘、食积气滞、胸闷腹胀、下痢后重等症。,http://www.zhongyoo.com//uploads/allimg/130813/1-130Q3141G3951.jpg,一年生或二年生草本。根肉质。茎粗壮，高可达1米，分枝，具纵棱，基生叶丛生，大头状羽裂，疏生白色糙毛，顶端裂片最大，侧裂片4～6对，沿叶轴对生或互生，向下裂片渐小；茎生叶亦为大头状羽裂，较基生叶小；茎上部叶有柄或近无柄，长椭圆形至披针形，边缘有锯齿或缺刻，极少全缘。总状花序顶生，常组成圆锥状，花淡紫红色或白色，萼片4，线状长椭圆形；花瓣4，宽倒卵形，具爪，有显著脉纹；雄蕊6枚，4长2短。长角果圆柱形，肉质，种子间常缢缩，有种子1～6粒，成熟时果瓣肥厚而呈海绵状，顶端具细长尖喙。种子近圆形，稍扁，红褐色或灰褐色。花期4～5月，果期5～6月。,中气虚弱者慎服
http://www.zhongyoo.com/name/hetaoren_701.html,核桃仁,核桃、胡桃仁、胡桃肉,Juglandis Semen。,我国各地广泛栽培，以华北最多。,温，味甘。归肾经、肺经、大肠经,温补肺肾、定喘化痰、润肠涩精。属补虚药下属分类的补阳药。,用量6～9克，水煎服或入丸散。外用：捣敷。用治腰膝酸软、虚寒喘咳、遗精阳痿、大便秘结。,http://www.zhongyoo.com//uploads/allimg/140309/1-140309143519193.jpg,落叶乔木，高可达35米。树皮灰色，具纵裂；小枝有片状髓，无毛。单数羽状复叶互生，叶轴密生腺毛；小叶5～9片，无柄或近无柄，卵形、矩卵形或椭圆状倒卵形，长5～13厘米，宽2～6.5厘米，先端尖，基部圆形，全缘，上面鲜绿色，无毛，下淡绿色，仅侧脉腋内有一簇短柔毛。花单性同株，雄花成下垂菜荑花序，雌花序穗状顶生，直立。核果近圆形，外果皮肉质，绿色，内果皮(果核)坚硬，骨质，表面凹凸或皱褶，有2条纵棱，黄褐色。花期4～5月，果期10月。,阴虚火旺及大便溏泻者慎服，肺有痰火及内有积热者禁服，不可与浓茶同服
http://www.zhongyoo.com/name/taoren_621.html,桃仁,毛桃仁、扁桃仁、大桃仁,Persicae Semen。,生于较温湿的肥沃土壤中，多栽培于平地或丘陵地带。主产于四川、陕西、河北等地。,平，味苦、甘。归心经、肝经、大肠经,活血祛痰、润肠通便。属活血化瘀药下属分类的活血调经药。,用量4.5～9克，水煎服或入丸散。外用捣敷。用治经闭、痛经、痞块、跌扑损伤、肠燥便秘。,http://www.zhongyoo.com//uploads/allimg/140216/1-14021616495aL.jpg,落叶小乔木，高3～8米。叶互生，在短枝上呈簇生状，具线状托叶1对；叶片椭圆状披针形至阔披针形，长8～15厘米，宽2～3.5厘米，先端渐尖，基部阔楔形，边缘有锯齿。花单生，先叶开放；萼片5，外面被毛；花瓣5，淡红色，稀白色；雄蕊多数，短于花瓣；心皮1，稀2，有毛。核果肉质，多汁，心状卵形至椭圆形，一侧有纵沟，表面具短柔毛；果核坚硬，木质，扁卵圆形，顶端渐尖，表面具不规则的深槽及窝孔。种子1粒。花期3～4月，果期5～9月。,孕妇慎用
http://www.zhongyoo.com/name/jixingzi_815.html,急性子,金凤花子、凤仙子,Impatientis Semen,全国大部分地区均有分布，多栽植于庭院作观赏用。,温，味微苦、辛。归肺经、肝经,破血软坚、消积。属活血化瘀药下属分类的破血消癥药。,用量3～4.5克，内服煎汤，或入丸散，治疗瘕痞块、经闭、噎膈。外用研末吹喉、点牙，调敷或熬膏贴。,http://www.zhongyoo.com//uploads/allimg/130806/1-130P6162312595.jpg,一年生直立草本，高约60厘米。茎粗壮，肉质。叶互生，披针形，先端长尖，边缘有深锯齿，基部楔形，叶柄有腺体。花两性，腋生，粉红色、红色、紫色、白色或杂色，单瓣或重瓣，萼3枚，2枚侧生，先端绿色，1枚在下，形大，花瓣状，有距，花瓣5枚，上1瓣(旗瓣)圆形，先端凹入而有小锐尖，两侧2对花瓣(翼瓣)各在一侧合生而成2片，雄蕊5枚，合生而环绕子房，子房上位。蒴果有柔毛，熟后弹裂而成5枚旋卷的果瓣。种子扁卵圆形，直径约2毫米，褐色。,内无瘀积及孕妇忌服
http://www.zhongyoo.com/name/pangdahai_98.html,胖大海,大洞果、南安子、胡大海、通大海,Sterculiae Lychnophorae Semen。,无,寒，味甘。归肺经、大肠经,清热润肺、利咽解毒、润肠通便。属化痰止咳平喘药下属分类的清化热痰药。,2～3枚，沸水泡服或煎服。用治肺热声哑、干咳无痰、咽喉干痛、热结便闭、头痛目赤。,http://www.zhongyoo.com//uploads/allimg/131209/1-1312091055011c.jpg,落叶乔木，高30～40米。树皮粗糙有细条纹。单叶互生，叶片革质，卵圆或椭圆状披针形，长10～20厘米，宽6～14厘米，3裂，中裂片较长，两侧裂片的长约为中裂片的1/2，或稍长，先端钝或锐尖，基部圆形或近截形，全缘或微波状，上面绿色，光滑无毛，下面灰绿色，叶柄5～15厘米，粗壮。圆锥花序顶生或腋生，花杂性同株；花萼钟状，长0.7～1厘米，先端5深裂，裂片披针形，外面被星状柔毛；花瓣缺；雄花具雄蕊10～15枚，花药及花丝均具柔毛，不育心皮被短柔毛；雌花具雌蕊l枚。由5个被短柔毛的心皮组成，具1纤细子房柄，柱头2～5裂，退化雄蕊为1簇无花丝的花药，环绕子房。瞢葖果1～5个，着生于果梗上，长18～24厘米，基部宽5～6厘米，先端长渐尖，呈小舟状，成熟时开裂，初被疏柔毛，后脱落。种子棱形或倒卵形，长1.8～2.8厘米，深黑褐色，表面具皱纹。花期3月，果期4～6月。,脾胃虚寒忌服
http://www.zhongyoo.com/name/xiangyuan_137.html,香橼,枸橼、钩缘干、佛手柑、香泡树、香橼柑,Citri Fructus。,分布于江苏、安徽、四川等地。,温，味辛、苦、酸。归肝经、脾经、肺经,舒肝理气、宽中、化痰。属理气药。,用量3～9克，内服煎汤。用治肝胃气滞、胸肋胀痛、脘腹痞满、呕吐噫气、痰多咳嗽。,http://www.zhongyoo.com//uploads/allimg/131226/1-13122611062S64.jpg,常绿乔木。高4～10米，树枝有棱及短刺。叶互生，单生复叶，革质，叶片长椭圆形，两面有半透明油点；叶柄有阔翼呈倒心形。花单生或簇生，也有呈总状花序顶生或腋生；花萼矮杯状，5裂，裂片三角形；花瓣5，白色，长圆状倒卵形；雄蕊25～36枚，着生于花盘四周，花丝连合；雌蕊l枚，子房上位，扁圆形，花柱圆柱形，柱头头状。柑果圆形，短径5～7厘米，顶端留有花柱基痕，呈乳头状突起，果皮粗糙或平滑，成熟时橙黄色。种子多数。花期4～5月，果期10～11月。,阴虚血燥及孕妇气虚者慎服
http://www.zhongyoo.com/name/jiucaizi_838.html,韭菜子,韭子、韭采仁,Allii Tuberosi Semen,全国各地均有栽培。,温，味辛、甘。归肾经、肝经,温补肝肾、壮阳固精。属补虚药下分类的补阳药。,用量3～9克，内服煎汤，或入丸散，治疗遗精、腰膝酸痛、遗尿尿频、白浊带下。,http://www.zhongyoo.com//uploads/allimg/130817/1-130QG52F5346.jpg,多年生草本，高20～45厘米，具特殊强烈臭味。根茎横卧，生多数须根，上有1～3个丛生的鳞茎，呈卵状圆柱形。叶基生，长线形，扁平，先端锐尖，边缘粗糙，全缘，光滑无毛，深绿色。花茎自叶丛抽出，长可达50厘米，形，伞形花序，顶生，总苞片膜质，白色，通常1～3片，基部合生，先端锐尖，花被6裂，白色，裂片长圆形，先端渐尖或急尖，排列为2轮，互生，雄蕊6枚，雌蕊l枚，子房上位，3室，三棱状。蒴果倒心状三棱形，绿色。种子黑色，扁平，略呈半卵圆形，边缘具棱。花期6～7月，果期7～9月。,阴虚火旺者忌用
http://www.zhongyoo.com/name/yadanzi_129.html,鸦胆子,老鸦胆、苦参子、鸦蛋子、小苦楝,Bruceae Fructus。,适生长于气候温暖的土壤疏松的海滨地带以及沟边、林缘、灌木丛中。分布于福建、台湾、广东、海南、广西、云南等地。,寒，味苦。有小毒，归大肠经、肝经,清热解毒、截疟、止痢、腐蚀赘疣。属清热药下属分类的清热解毒药。,用量0.5～2克，用包裹或装入胶囊吞服。外用适量。用治痢疾、疟疾；外治赘疣、鸡眼。,http://www.zhongyoo.com//uploads/allimg/131223/1-131223103G4551.jpg,常绿灌木或小乔木。全株密被淡黄色柔毛。奇数羽状复叶，互生，小叶5～11片；叶片呈卵状披针形或长卵形，先端渐尖，基部两侧不对称，边缘有粗锯齿，两面均被短柔毛。花单性，异株或同株；圆锥聚伞花序，腋生，总轴被黄色柔毛；花小，红黄色至紫色，雄花萼片4，外面及边缘均被茸毛；花瓣4片，披针形，外面中脉上疏生茸毛，边缘疏生茸毛及腺体，雄蕊4枚，与萼对生；雌花萼片4，三角形，外面被茸毛，边缘有茸毛及腺体，心皮4。下部被花盘包围，花柱下弯，柱头长尖形；两性花雄蕊几无花丝，离生心皮4。核果卵形或长卵形，黑色。种子1粒，卵形，略扁，淡黄白色。花期3～8月，果期4～10月。,对胃肠道有刺激作用，可引起恶心、呕吐、腹痛，对肝肾亦有损害，故不宜多服久服。脾胃虚弱呕吐者禁服
http://www.zhongyoo.com/name/qianniuzi_716.html,牵牛子,二丑、黑丑、白丑、草金铃、金铃、黑牵牛、白牵牛,Pharbitidis Semen。,生于山坡灌木林中或住宅旁；多栽培。全国各地均产。,寒，味苦。归肺经、肾经、大肠经,泻水通便、消痰涤饮、杀虫攻积。属泻下药下属分类的润下药。,用量3～6克，水煎服。用治水肿胀满、二便不通、痰饮积聚、气逆喘咳、虫积腹痛、蛔虫、绦虫病。,http://www.zhongyoo.com//uploads/allimg/131122/1-13112214312E55.jpg,一年生缠绕草本。茎左旋，长2米以上，多分枝，被短毛。叶互生；具长叶柄；叶片心状卵形，长3～6厘米，常3裂至中部，呈戟形，先端急尖，基部心形，两面均被伏生毛。夏季开花，花1～3朵腋生，小花梗极短，总梗一般较叶柄短；萼5深裂，裂片条状披针形，先端长尖，基部被长毛，外展；花冠漏斗状，形似喇叭，蓝色、紫色或白色，边缘5浅裂，早晨开放，日中渐萎；雄蕊5枚，不等长，花丝基部有毛，子房3室，每室有2胚珠。蒴果球形，基部有外层或反卷的宿萼。种子3棱卵状；花色浅的种子黄褐色，入药称“白丑”，花色深的种子多黑褐色，入药称“黑丑”。花、果期夏秋季。,孕妇禁服，体质虚弱者慎服。不宜多服、久服，以免引起头晕头痛，呕吐，剧烈腹痛腹泻，心率加快，心音低钝，语言障碍，突然发热，血尿，腰部不适，甚至高热昏迷，四肢冰冷，口唇发绀，全身皮肤青紫，呼吸急促短浅等中毒反应。不宜与巴豆、巴豆霜同用
http://www.zhongyoo.com/name/sharen_103.html,砂仁,缩砂仁、缩沙密、缩砂蓉,Amomi Fructus,无,温，味辛。归胃经、脾经、肾经,化湿开胃、温脾止泻、理气安胎。属化湿药。,用量3～6克，煎服。用治水肿胀满、二便不通、痰饮积聚、气逆喘咳、虫积腹痛、蛔虫、绦虫等病。砂仁炒研，袋盛浸酒，煮饮。,http://www.zhongyoo.com//uploads/allimg/131211/1-131211112634621.jpg,多年生草本。根状茎圆柱形，匍匐地面，直立茎高80～200厘米，直径1～1.5厘米，基部膨大球状。叶披针形或线形，边缘波状，具斜出平行脉；叶鞘开放，抱茎；叶舌膜质。松散穗状花序，每穗有花7～13朵；萼白色，顶端3浅裂；花冠白色，圆匙形；唇瓣中央有黄色、红色、紫色、绿色的斑点；雄蕊1枚，花药2室；子房下位，3室，每室有胚珠10～20颗，花柱顶端漏斗状，稍高于花药，花柱上部和柱头嵌生于雄蕊隔沟中。果实初为绿色，后渐变为红色至紫红色，充分成熟时为深紫色，近球形或卵圆形，直径1.5～2厘米，外面有柔刺。种子15～56粒，不规则卵形、长方形或多角形。花期3～6月，果期7～9月。,阴虚有热者忌服
http://www.zhongyoo.com/name/nanheshi_1699.html,南鹤虱,窃衣子、野萝卜子、鹤虱,Caroule Fructus,生于路旁、山沟、溪边、荒地等处。分布于全国各地。,平，味辛、微苦。归脾经、胃经,有驱虫功能。属驱虫药。,用量6～15克。治疗蛔虫病、绦虫病、蛲虫病、虫积腹痛。,http://www.zhongyoo.com//uploads/allimg/140619/1-14061Z93IK43.jpg, 二年生草本，高20～120厘米。茎直立，表面有白色粗硬毛。根生叶有长柄，基部鞘状；叶片2～3回羽状分裂，最终裂片线形或披针形；茎生叶的叶柄较短。复伞形花序顶生或侧 生，有粗硬毛，伞梗15～30或更多；总苞片5～8，叶状，羽状分裂，裂片线形，边缘膜质，有细柔毛；小苞片数枚，不裂或羽状分裂；小伞形花序有花15～25，花小，白色、黄色或淡紫红色，花瓣5，大小不等，先端凹陷；子房下位。双悬果卵圆形，分果的主棱不明显，次棱4条。,尚不明确
http://www.zhongyoo.com/name/nanwuweizi_913.html,南五味子,香苏、红铃子、玄及，会及，五梅子，山花椒,Schiandra Sphenanthera。,生于海拔600～2400米的林中或溪沟边。分布于河南、江苏、浙江、安徽等地。,温，味酸、甘。归肺经、心经、肾经,收敛固涩、益气生津、补肾宁心。属收涩药分类下的敛肺涩肠药。,用量3～6克。用治久咳虚喘、津伤口渴及消渴、自汗、盗汗、遗精、滑精、久泻不止、心悸、失眠、多梦及慢性肝炎转氨酶升高者等。,http://www.zhongyoo.com//uploads/allimg/131031/1-131031100424W3.jpg,落叶木质藤本。茎皮灰褐色，皮孔明显，小枝褐色，稍具棱角。叶互生，柄细长；叶片薄而带膜质；卵形，阔倒卵形以至阔椭圆形，先端长，基部楔形，阔楔形至圆形，边缘有小齿牙，上面绿色，下面淡黄色，有芳香。花单性，雌雄异株，花被片橙黄色；雄花具长梗，椭圆形，雄蕊10～15，基部合生；雌花雌蕊具心皮30～50枚，螺旋状排列在花托上，子房倒梨形，无花柱，受粉后花托逐渐延长呈穗状。浆果球形，外皮棕红色至暗棕色，干瘪肉薄，内含种子1～2枚。花期4～6月，果期8～9月。,凡表邪未解，内有实热，咳嗽初起，麻疹初期，均不宜用
http://www.zhongyoo.com/name/nanguazi_5927.html,南瓜子,南瓜仁、白瓜子、金瓜米、窝瓜子,Semen Cucurbitae Moschatae,全国各地普遍栽培。,平，味甘。归大肠经,杀虫，下乳，利水消肿。属利水渗湿药下属分类的利水消肿药。,内服：煎汤，30～60克；研末或制成乳剂。外用：适量，煎水熏洗。主治绦虫、蛔虫、血吸虫、钩虫、蛲虫病，产后缺乳，产后手足浮肿，百日咳，痔疮。,http://www.zhongyoo.com//uploads/allimg/160310/1-16061H10ZUa.jpg,一年生蔓生草本，茎长达2～5米。常节部生根。密被白色刚毛。单叶互生；叶柄粗壮，长8～19厘米，被刚毛；叶片宽卵形或卵圆形，有5角或5浅裂，长12～25厘米，宽20～30厘米，先端尖，基部深心形，上面绿色，下面淡绿色，两面均被刚毛和茸毛，边缘有小而密的细齿。卷须稍粗壮，被毛，3～5歧。花单性，雌雄同株，雄花单生，花萼筒钟形，长5～6毫米，裂片条形，长10～15毫米，被柔毛，上部扩大成叶状，花冠黄色，钟状，长约8厘米，5中裂，裂片边缘反卷，雄蕊3，花丝腺体状，长5～8毫米，药室折曲；雌花单生，子房1室，化柱短，柱头3，膨大，先端2裂，果梗粗壮，有棱槽，长5～7厘米，瓜蒂扩大成喇叭状。瓠果形状多样，外面常有纵沟。种子多数，长卵形或长圆形，灰白色。花期6～7月，果期8～9月。,脾胃虚寒者禁服
http://www.zhongyoo.com/name/chongweizi_898.html,茺蔚子,益母子、冲玉子、益母草子、小胡麻、苦草子,Motherwort Fruit。,生于田埂、路旁、溪边或山坡草地，尤以向阳地带为多，生长地可达海拔3000m以上。我国各地均产。,微寒，味辛、甘。归心包经、肝经,活血调经、清肝明目。属活血化瘀药分类下的活血调经药。,用量5～10克。用治肝热头痛、目赤肿痛等症。,http://www.zhongyoo.com//uploads/allimg/131022/1-13102210500B22.jpg,一年生或二年生草本，高60-100厘米。茎直立，四棱形，有糙伏毛，叶对生。小坚果褐色，形，上端较宽而平截，基部楔形，长约2.5毫米。花期6～9月，果期7～10月。,瞳孔散大者及阴虚血崩者慎用
http://www.zhongyoo.com/name/lizhihe_93.html,荔枝核,荔仁、枝核、大荔核、荔仁,Litchi Semen,生于荒地或路旁，我国多栽培。分布于福建、台湾、广东、海南、广西及云南东部。,温，味甘、微苦。归肝经、肾经,行气散结、祛寒止痛。属理气药。,用量4.5～9克，煎服。用治寒疝腹痛、睾丸肿痛。荔枝核l枚，锻存性，酒调服。治心痛及小肠气(《本草衍义》)。,http://www.zhongyoo.com//uploads/allimg/131207/1-13120G0392U01.jpg,常绿乔木，高达20米。树皮灰绿色，具褐色斑点；茎上部多分枝，小枝有白色斑点和微柔毛。偶数羽状复叶互生，2～5对；小叶革质，叶片长椭圆形至矩圆状披针形，先端渐尖，基部楔形，稍偏斜，全缘，上面绿色至深绿色，有光泽，下面淡绿色稍带白粉。圆锥花序顶生，花小，杂性；花被杯状，淡绿色，4裂，宽2～3毫米，边缘浅波状，密被锈色柔毛，花盘环状，肉质；雄蕊6～10枚，多为8枚，着生于花盘上，花丝分离，被柔毛；雌蕊1枚，子房上位，具短柄，生于花盘中央，子房倒心形，2～3室，每室具1胚珠，通常只有1室发育，花柱线状，顶端2裂。果实核果状，近球形或卵球形，长3～4.5厘米，直径与长约相等，果皮较薄，近革质，表面有瘤状突起，暗红色。种子矩圆形，棕红色或紫棕色，有光泽，略有凹陷和细波纹；种子外被假种皮，白色，肉质多汁，味甜，与核易分离。花期2～3月，果期6～7月。,无寒湿滞气者勿服
