链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/wjt_12817.html,温经汤,组成吴茱萸、麦门冬各三两(各9克)，当归、芍药、川芎、人参、桂枝、阿胶、去心牡丹皮、生姜、甘草、半夏各二两(各6克)。,用法上十二味，以水一斗，煮取三升，分温三服。现代用法：水煎服，阿胶烊冲。,温经散寒，养血祛瘀。,主治冲任虚寒，瘀血阻滞，症见漏下不止，血色暗而有块，淋漓不畅，或月经超前或延后，或逾期不止，或一月再行，或经停不至，而见少腹里急，腹满，傍晚发热，手心烦热，唇口干燥，舌质暗红，脉细而涩。亦治妇人宫冷，久不受孕。
http://www.zhongyoo.com/fangji/gwyf_12816.html,宫外孕方,组成1号方：丹参、赤芍各五钱(各15克)，桃仁三钱(9克)。,用法水煎服。,活血祛瘀，消癥止痛。,主治宫外孕、子宫周围炎、附件炎、盆腔炎、痛经、不孕症等。
http://www.zhongyoo.com/fangji/gzflw_12815.html,桂枝茯苓丸,组成桂枝、茯苓、牡丹皮、桃仁、芍药。,用法上药各等分，共研细末，炼蜜为丸。每服6～9克，每日1～3次，食前服。,活血，化瘀，消癥。,主治妇人宿有癥块，或血瘀经闭，行经腹痛，产后恶露不尽，舌淡紫，苔白，脉弦细涩。
http://www.zhongyoo.com/fangji/bjjw_12814.html,鳖甲煎丸,组成炙鳖甲、赤硝各十二分(各90克)，蜣螂六分(45克)，芍药、牡丹、土蟞虫各五分(各37克)，蜂巢四分(30克)，炒乌扇、柴胡、黄芩、鼠妇、干姜、大黄、桂枝、厚朴、石韦、紫葳、炙阿胶各三分(各22.5克)，瞿麦、桃仁各二分(各15克)，葶苈、半夏人参各一分(各7.5克)。,用法上为末，炼蜜为丸，每丸3克，每日3次。,活血化瘀，软坚散结。,主治胁下癥块，伴见舌淡紫，苔白，脉弦细涩。
http://www.zhongyoo.com/fangji/dhzcw_12813.html,大黄蛰虫丸,组成大黄十分(75克)，黄芩二两(60克)，甘草三两(90克)，桃仁、杏仁各一升(各60克)，芍药四两(120克)，干地黄十两(300克)，干漆一两(30克)， 虻虫一升(60克)，水蛭百枚(60克)，蛴螬一升(60克)，蛰虫(土蟞虫)半升(30克)。,用法上十二味，末之，炼蜜和丸小豆大，酒饮服3克，日三服。现代用法：将蛴螬另串；桃仁、杏仁另研成泥。其余9味共研为细粉，过罗，与桃仁等混合均匀，共为细粉。炼蜜为丸，每粒3克，蜡皮封固。每服1丸，温开水或酒送服。,破血消癥，祛瘀通经。,主治干血内结，五劳虚极，瘀结成块，妇女经闭，肌肤甲错，两目黯黑，潮热消瘦等。
http://www.zhongyoo.com/fangji/dgsys_12812.html,当归芍药散,组成当归三两(9克)，芍药一斤(30克)，泽泻、川芎半斤(15克)，茯苓、白术四两(12克)。,用法上为散。每服方寸匕，酒和服，一日三次。现代临床应用多改散为汤剂，水煎服，每日2次。,调血养肝，健脾利湿。,主治妇人妊娠或经期，肝脾两虚，腹中拘急，绵绵作痛，头晕心悸，或下肢浮肿，小便不利，舌质淡，苔白腻者。后又用于纠正胎位。
http://www.zhongyoo.com/fangji/ffdgzsy_7615.html,复方当归注射液,组成当归、川芎、红花。,用法上药各等分，制成注射剂。穴位或肌内注射，每次2～4毫升，每日或隔日1次。,活血止痛。,主治各种急、慢性肌肉劳损，关节疼痛，外伤截瘫等，伴见舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/ffdczsy_12811.html,复方丹参注射液,组成丹参、降香。,用法上药制成注射剂，每支2毫升，每1毫升相当于丹参、降香各1克。肌内注射，每次1支，每日1～2次；静脉注射，可加入低分子右旋糖酐或葡萄糖内滴注，剂量根据病情需要酌定。,活血化瘀，理气宽胸。,主治胸痹，心痛等病症。
http://www.zhongyoo.com/fangji/dcy_12810.html,丹参饮,组成丹参一两(30克)，檀香、砂仁各一钱半(各4.5克)。,用法水煎服，每日2次。,活血祛瘀，行气止痛。,主治血瘀气滞，心胃诸痛，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/chxxt_12809.html,柴胡细辛汤,组成柴胡(6克)、土鳖虫(9克)、丹参(9克)、制半夏(6克)、泽兰(9克)、当归(9克)、川芎(6克)、细辛(6克)、薄荷(6克)、黄连(3克)。,用法水煎服，每日2次。,祛瘀生新，调和升降。,主治头部内伤(脑震荡)昏迷苏醒后或无明显昏迷，所致的头晕、头痛、嗜卧、泛泛欲恶等，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/hlxld_12808.html,活络效灵丹,组成当归、丹参、乳香、没药各三钱(各15克)。,用法水煎服，每日2次。也可共研细末为散剂，1剂分作4次服，每日2次，用温酒送下。,活血祛瘀，通络止痛。,主治气血瘀滞，心腹疼痛，腿臂疼痛，跌打瘀肿，内外疮疡，以及癥瘕积聚等。
http://www.zhongyoo.com/fangji/dgntt_12807.html,当归拈痛汤,组成羌活、甘草、茵陈各半两(各15克)，防风、苍术、当归身、知母、猪苓、泽泻各三钱(各9克)，升麻、白术、黄芩各一钱(各3克)，葛根、人参、苦参各二钱(各6克),用法水煎服，每日2次。,利湿清热，疏风止痛。,主治湿热相搏，外受风邪，症见遍身肢节烦痛，或肩背沉重，或脚气肿痛，脚膝生疮，舌苔白腻微黄，脉弦数。
http://www.zhongyoo.com/fangji/sxs_12806.html,失笑散,组成五灵脂、蒲黄各等分。,用法研为末，每服6克，每日1～2次。亦可用布袋包，入汤煎，或改用饮片水煎服，每日2次。,活血祛瘀，散结止痛。,主治瘀血停滞，症见心腹刺痛，或产后恶露不行，或月经不调，少腹急痛，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/dgyz_12805.html,当归饮子,组成当归、白芍、川芎、生地黄、白蒺藜、防风、荆芥穗各一两(各30克)，何首乌、黄芪、炙甘草各半两(各15克)。,用法水煎服，每日2次。,养血润燥，祛风止痒。,主治心血凝滞，内蕴风热，皮肤遍身疮疥，或肿或痒，或脓水浸淫，或发赤疹瘿瘤，舌淡，苔白，脉濡细或细涩。
http://www.zhongyoo.com/fangji/zyzyt_12804.html,助阳止痒汤,组成黄芪一两(30克)，桃仁、红花各二钱(各6克)，皂刺、赤芍、山甲各一钱(各3克)。,用法水煎服，每日2次。,益气散瘀，通络止痒。,痘出六七日后，作痒不止，抓破无血；兼治失音声哑，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/thy_12803.html,桃红饮,组成桃仁、红花、当归尾、川芎、威灵仙各三钱(各9克)。,用法水煎服，每日2次。,活血祛瘀，祛风利痹。,主治痹证日久，瘀血阻滞所致肢节疼痛，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/thj_12800.html,脱花煎,组成当归(15克)，川芎(9克)，牛膝(9克)，车前子(6克)，肉桂(3克)，红花(3～6克)。,用法水煎服，每日2次。,祛瘀下胎。,主治胎漏、胎动不安、堕胎等辨证属瘀血阻滞型，舌淡，苔白，脉沉细而迟或弦细涩。
http://www.zhongyoo.com/fangji/xyxt_12799.html,下瘀血汤,组成大黄二两(9克)、桃仁二十枚(9克)、䗪虫(土鳖虫)二十枚(9克)。,用法上为末，炼蜜和为四丸，以酒一升，煎一丸，取八合，顿服之。现代临床亦可水煎服，每日2次。,祛瘀活血，泻下通经。,主治产妇瘀阻腹痛，腹中有干血着脐下，经水不利，舌淡紫，苔白，脉沉迟或弦细涩。
http://www.zhongyoo.com/fangji/ddt_12798.html,抵当汤,组成水蛭、虻虫各30个(各6克)，桃仁20个(9克)，大黄三两(9克)。,用法水煎服。,破血逐瘀。,主治下焦蓄血，少腹硬满疼痛，小便自利，喜忘发狂，大便色黑，舌淡紫，苔白，脉沉迟或弦细涩。
http://www.zhongyoo.com/fangji/tqhxt_12797.html,通窍活血汤,组成赤芍、川芎各一钱(各6克)，桃仁二钱(6克)，红花、生姜各三钱(各9克)，麝香五厘(0.15克)，老葱3根，大枣7枚。,用法前七味用黄酒250克，煎至一盅，去渣，入麝香微煎，临卧服。,活血通窍。,主治上部血瘀久聋，酒糟鼻，目赤疼痛，头发脱落，牙疳，白癜风，紫癜，干血痨，舌淡，苔白，脉弦细或细滑。
http://www.zhongyoo.com/fangji/hyzyt_12796.html,会厌逐瘀汤,组成桃仁(9克)、红花(6克)、生地黄(12克)、当归(9克)、赤芍(9克)、枳壳(6克)、桔梗(3克)、柴胡(6克)、玄参(9克)、甘草(3克)。,用法水煎服，每日2次。,行气活血，解毒利咽。,主治小儿痘发五六日后饮水即呛，舌淡，苔白，脉弦细。
http://www.zhongyoo.com/fangji/sfzyt_12795.html,少腹逐瘀汤,组成小茴香七粒，干姜二分(0.6克)，延胡索、官桂、没药、川芎各一钱(各3克)，炒赤芍、五灵脂各二钱(各6克)，蒲黄、当归各三钱(各9克)。,用法水煎服，每日2次。,温经祛瘀，消积止痛。,少腹瘀血积块疼痛，或有积块不疼痛，或疼痛而无积块，或少腹胀满，或经期腰酸少腹胀，或月经不调，其色紫黑，或有瘀块，或崩漏兼白带，少腹疼痛等。
http://www.zhongyoo.com/fangji/thswt_12793.html,桃红四物汤,组成白芍、川当归、熟地黄、川芎、桃仁各三钱(各9克)，红花二钱(6克)。,用法水煎服，每曰2次。,活血化瘀，调经止痛。,血虚兼血瘀证，症见妇女经期超前，血多有块，色紫稠黏，腹痛，舌淡紫，苔白，脉沉迟或弦细涩。
http://www.zhongyoo.com/fangji/dxsdt_12792.html,丁香柿蒂汤,组成丁香(6克)、柿蒂(9克)、人参(3克)、生姜(6克)。,用法水煎服。方中人参，现代临床可改用党参。,温中益气，降逆止呃。,主治胃气虚寒，失于和降，呃逆不已，胸脘痞闷，舌淡苔白，脉沉迟。
http://www.zhongyoo.com/fangji/jpzrt_12791.html,橘皮竹茹汤,组成橘皮(12克)、竹茹(12克)、大枣(5枚)、生姜(9克)、甘草(6克)、人参(3克)。,用法水煎服，每日3次。,和胃降逆，益气清热。,胃虚有热之呃逆，症见气逆不降，呃逆或干呕，虚烦少气，口干，舌红嫩，苔薄白带黄，脉虚略数。
http://www.zhongyoo.com/fangji/xbxt_12790.html,小半夏汤,组成半夏一升(20克)、生姜半斤(10克)。,用法以水七升，煮取一升半，分温再服。,和胃止呕，散饮降逆。,主治痰饮呕吐，反不渴，心下有支饮者，以及诸呕吐谷不得下，苔白腻，脉弦滑。
http://www.zhongyoo.com/fangji/ngj_12789.html,暖肝煎,组成当归二钱(6克)、枸杞三钱(9克)、乌药二钱(6克)、小茴香二钱(6克)、茯苓二钱(6克)、沉香(木香)一钱(3克)、肉桂一钱(3克)、生姜3～5片。,用法水煎服。饭后温服，每日2次。,温补肝肾，行气止痛。,主治肝肾虚寒，肝寒气滞，睾丸冷痛，或小腹疼痛，疝气，畏寒喜暖，舌淡苔白，脉沉迟。
http://www.zhongyoo.com/fangji/jhw_12788.html,橘核丸,组成橘核、海藻、昆布、海带、川楝子、桃仁各一两(各30克)，厚朴、木通、枳实、延胡索、肉桂、木香各半两(各15克)。,用法上药研为细末，酒糊为丸，如梧桐子大一每服9克，每日1～2次，空腹温酒或淡盐汤送下。也可用饮片水煎服，各药用量按常规剂量。,行气止痛，软坚散结。,主治寒湿疝气，睾丸肿胀偏坠，或坚硬如石，或痛引脐腹，苔薄，脉弦细。
http://www.zhongyoo.com/fangji/ttwys_12787.html,天台乌药散,组成乌药、木香、茴香、青橘皮、高良姜各半两(各15克)，槟榔二个(9克)，川楝子十个(12克)。,用法川楝子用巴豆微炒，敲破，小麦麸一升同炒，川楝子变黑色时，去巴豆、小麦麸，上除炒巴豆不用外，捣罗为散。每服一钱匕(3克)，食前温酒送下；疼甚，炒生姜、热酒调下。亦可用饮片作汤剂水煎服。,疏肝行气，散寒止痛。,小肠疝气，前阴牵引脐腹疼痛，睾丸偏坠肿胀，舌淡苔白，脉象沉弦。亦治妇女痛经，瘕聚等气滞寒凝者。
http://www.zhongyoo.com/fangji/smt_7006.html,四磨汤,组成人参、槟榔、沉香、天台乌药。,用法上药等分6克，浓煎3～5沸，温服。,行气降逆，益气扶正。,主治七情所伤，肝气郁结证，症见胸膈胀闷，上气喘急，心下痞满，不思饮食，苔薄白腻，脉弦细。
http://www.zhongyoo.com/fangji/jlzs_12786.html,金铃子散,组成金铃子(又名川楝子)、玄胡索各一两(各30克)。,用法上药研细末。每次服用6～9克，酒调下，或用温开水送下。亦可改用饮片作汤剂，水煎服，每日2次，各药剂量按比例酌减至汤剂常用量。,泄热疏肝，行气止痛。,主治肝郁化火证，症见脘腹胁肋心胸疼痛、时发时止，口苦，舌红苔黄，脉弦数。
http://www.zhongyoo.com/fangji/sxw_12783.html,失笑丸,组成干姜、炙甘草、麦芽、白茯苓、白术各二钱(各6克)，半夏、人参各三钱(各9克)，厚朴四钱(12克)，枳实、黄连各五钱(各15克)。,用法上药共研细末，水泛为小丸。每次服6～9克，每日2～3次，饭后温开水送下。亦可改用饮片水煎服。,消痞除满，健脾和胃。,脾虚气滞，寒热互结，症见心下痞满，不欲饮食，倦怠乏力，大便不畅，舌苔腻而微黄，脉弦。
http://www.zhongyoo.com/fangji/zmfxw_12782.html,中满分消丸,组成白术、人参、炙甘草、去黑皮猪苓、姜黄各一钱(各3克)，去皮白茯苓、干姜、砂仁各二钱(各6克)，泽泻、橘皮各三钱(各9克)，炒知母四钱(12克)，炒黄芩一两二钱(36克)，炒黄连，汤洗半夏、炒枳实各五钱(各15克)，姜厚朴一两(30克)。,用法上药共研为末，汤浸蒸饼为丸，如梧桐子大。每次服6～9克，每日2次。也可改用饮片作汤剂煎服，各药用量按目前常规剂量。,行气健脾，泄热利湿。,湿热臌胀，腹大坚满，脘腹撑急疼痛，烦渴口苦，渴而不欲饮，小便黄赤，大便秘结或垢溏，苔黄腻，脉弦数。
http://www.zhongyoo.com/fangji/hlt_12781.html,黄连汤,组成黄连三两(9克)，半夏半升(9克)，炙甘草、干姜、桂枝各一两(各9克)，人参二两(6克)，擘大枣十枚(4枚)。,用法水煎服。,平调寒热，和胃降逆。,上热下寒，症见胸脘痞闷，烦热，气逆欲呕，腹中痛，或肠鸣泄泻，舌苔白滑，脉弦者。
http://www.zhongyoo.com/fangji/sygct_12780.html,芍药甘草汤,组成芍药、炙甘草各四两(各12克)。,用法以水三升，煎取一升，去滓，分二次温服。,养血益阴，缓急止痛。,阴血不足，血行不畅，腿脚挛急或腹中疼痛等。
http://www.zhongyoo.com/fangji/chjlgmlt_12779.html,柴胡加龙骨牡蛎汤,组成柴胡四两(12克)，龙骨、生姜、人参、去皮桂枝、茯苓各一两半(各4.5克)，洗半夏二合半(10克)，黄芩一两(3克)，铅丹一两半(1克)，大黄二两(6克)，熬牡蛎一两半(4.5克)，擘大枣六枚。,用法水煎服。,和解少阳，通阳泄热，重镇安神。,伤寒下后，邪陷正伤，症见胸满烦惊，小便不利，谵语，一身尽重，不可转侧，舌质淡红，苔薄白，脉弦细。
http://www.zhongyoo.com/fangji/jjlhw_12778.html,己椒苈黄丸,组成防己、椒目、熬葶苈、大黄各一两(各30克)。,用法上四味，末之，蜜丸如梧子大，先食饮服一丸，日三服，稍增，口中有津液。渴者加芒硝半两。现代用法：上药为末，炼蜜为丸，每丸6克，每次1丸，食前温水送服，每日3次，酌情渐增。,攻逐水饮，利水通便。,水饮积聚脘腹，肠间有声，腹满便秘，小便不利，口干舌燥，脉沉弦。
http://www.zhongyoo.com/fangji/ygs_12777.html,禹功散,组成头末黑牵牛(120克)、茴香(30克)。,用法为末，每一钱(3克)，姜汁调下。,行气消肿，逐水通便。,寒湿水疝，阴囊肿胀，大小便不利，舌红苔白或白腻，脉沉有力。
http://www.zhongyoo.com/fangji/szyz_12774.html,疏凿饮子,组成泽泻(12克)、炒赤小豆(15克)、商陆(6克)、去芦羌活(9克)、大腹皮(15克)、椒目(9克)、木通(12克)、去芦秦艽(9克)、槟榔(9克)、茯苓皮(30克)。,用法上等分切，每服四钱，水一盏半，生姜五片，煎至七分，去滓，温服，不拘时候。现代用法：按证酌最，改汤剂，加姜5片，水煎服。,泻下逐水，疏风发表。,主冶水湿壅盛，遍身水肿，喘呼口渴，二便不利，脉沉迟。
http://www.zhongyoo.com/fangji/tyt_12773.html,通幽汤,组成桃仁泥、红花各一分(各0.3克)，生地黄、熟地黄各五分(各1.5克)，当归身、炙甘草、升麻各一钱(各3克)。,用法上㕮咀，都作一服，水二大盏，煎至一煮，去渣，稍热服之，食前。,活血通络润降。,主治胃肠燥热，津液损伤，幽门闭塞，浊气不降，症见幽门不通，大便难，逆气上冲，吸门不开，饮食不下，或食入反出，大便燥结。
http://www.zhongyoo.com/fangji/jcj_12772.html,济川煎,组成当归一至五钱(9～15克)、牛膝二钱、酒洗肉苁蓉，去咸，二三钱(6～9克)、泽泻一钱半(4.5克)、升麻五分至七分(1.5～2.1克)、枳壳，虚甚者不必用，一钱(3克)。,用法水一盅半，煎七分，食前服。现代用法：作汤剂，水煎服。,温肾益精，润肠通便。,肾阳虚弱，精滓不足，症见大便秘结，小便清长，腰膝酸软，头目眩晕，舌淡苔白，脉沉迟。
http://www.zhongyoo.com/fangji/wrw_12771.html,五仁丸,组成桃仁半两(15克)、麸炒杏仁，去皮尖，一两(30克)、柏子仁一钱二分五厘(3.75克)、炒郁李仁一钱(3克)、松子仁一钱(3克)陈皮另研末，四两(120克)。,用法将五仁别研为膏，入陈皮末同研匀，炼蜜为丸，如梧桐子大。每服五十丸，食前米饮下。现代用法：五仁研为膏，陈皮为末，炼蜜为丸，每服9克，每日1～2次温开水送下。,润肠通便。,津枯肠燥症，症见大便艰难，舌燥少津，脉细涩。
http://www.zhongyoo.com/fangji/blw_12770.html,半硫丸,组成半夏(汤浸七次，焙干，为细末)，硫黄(明净好者研令极细，用柳木槌子杀过)各等分。,用法 以上二味，粉碎成细粉，过筛，混匀。另取生姜400克，压榨取汁，将姜渣加水煎煮，滤过，滤液加入姜汁中，与上述粉末泛丸，干燥，即得。每眼3～5克，每日1~2次，用温开水送服。,温肾通便。,年老体弱，肾阳不足的虚冷性便秘，舌淡苔白，脉沉弦；肾阳虚的泄泻，亦可使大便转为正常。
http://www.zhongyoo.com/fangji/qlw_12769.html,青麟丸,组成当归、生地黄、黄柏、连翘、薄荷、橘皮、青盐、石斛、猪苓、茯苓、玄参、牡丹皮、地骨皮、薏仁米、泽泻、车前子、知母、侧柏、木通、甘草、鲜藕、甘蔗、韭菜。,用法上药煎汁，拌蒸大黄至黑，制成丸剂。每服1～3克，每日1～2次。,清泄湿热，通利二便。,胃火旺的口臭，头痛；或湿热中阻，腹胀，大便失常；或湿热下注，小便淋痛，以及黄疸、痢疾、皮肤湿疹等病证，症见舌暗苔黄或黄腻脉滑或滑数。
http://www.zhongyoo.com/fangji/xjhlt_12764.html,新加黄龙汤,组成细生地黄五钱(15克)、生甘草二钱(6克)、人参一钱五分，另煎(4.5克)、生大黄三钱(9克)、芒硝一钱(3克)、玄参五钱(15克)、连心麦门冬五钱(15克)、当归一钱五分(4.5克)、海参二条、姜汁六匙。,用法水煎，分3次冲参汤，姜汁送服，腹中有响声或转矢气者为欲便，候一二时不便，再服；一昼夜不便，更服；一服即得便，止后服。,滋阴益气，泻结泄热。,热结里实，气阴不足，症见大便秘结，腹中胀满而硬，神疲少气，口干咽燥，唇裂舌焦，苔焦黄或焦黑燥裂。
http://www.zhongyoo.com/fangji/wpt_12763.html,温脾汤,组成大黄四两(12克)、附子大者一枚(9克)、干姜二两(6克)、人参二两(9克)、甘草二两(3克)。,用法上五味，以水八升，煮取二升半，分三服。临熟下大黄。现代用法：大黄后下，水煎服，每日3次。,温补脾阳，攻下冷积。,脾阳不足，冷积便秘，或久利赤白，腹痛，脐周疼痛，手足不温，口淡不渴，苔白，脉沉弦。
http://www.zhongyoo.com/fangji/zycqt_12762.html,增液承气汤,组成生地黄、麦门冬各八钱(各24克)，大黄三钱(9克)，芒硝一钱五分(5克)，玄参一两(30克)。,用法上药以水1.6升，除芝硝外煮取600毫升，溶芝硝(分2次)先服200毫升，不知再服。,滋阴增液，通便泄热。,热结阴亏，燥屎不行，下之不通，脘腹胀满，口干唇燥，舌红苔黄，脉细数。
http://www.zhongyoo.com/fangji/kxsqw_6278.html,开胸顺气丸,组成槟榔300克，炒牵牛子400克，陈皮100克，木香75克，姜制厚朴100克，醋制三棱100克，醋制莪术100克，猪牙皂50克。,用法上药研细末，炼蜜为丸，粉碎成细粉，过筛，混匀，用水泛丸，低温干燥，即得。每服6～9克，每日1～2次口服。孕妇禁用；年老体弱者慎用。,消积化滞，行气止痛。,气郁食滞所致的胸胁胀满、胃脘疼痛，暖气呕恶，食少纳呆。嗳腐吞酸，不思饮食，或有恶心呕吐，吐后痛减，大便不爽，舌苔厚或白或黄，脉弦滑或沉滑有力。
http://www.zhongyoo.com/fangji/mxblw_6336.html,木香槟榔丸,组成木香、槟榔、青皮、陈皮、莪术、烧枳壳、黄连、黄柏各一两(各30克)，大黄半两(15克)，炒香附子、牵牛末各二两(各60克)。,用法上为细末，水丸，如梧子大，每服五六十丸，煎水下，量虚实与之。现代用法：为细末，水泛小丸，每服3～6克，温开水下，每日2次。,行气导滞，攻积泄热。,积滞内停，湿蕴生热，症见脘腹痞满胀痛，赤白痢疾，里急后重，或大便秘结，舌苔黄腻，脉沉实者。
http://www.zhongyoo.com/fangji/xbcqt_12761.html,宣白承气汤,组成生石膏五钱(15克)、生大黄三钱(9克)、杏仁粉二钱(6克)、栝楼皮一钱五分(4.5克)。,用法用水1升，煮取400毫升。先服200毫升，不知再服。,宣肺化痰，泄热攻下。,阳明温病，下之不通，喘促不宁，痰涎壅滞，大便闭结，舌苔黄腻或黄滑，脉右寸实大，证属痰热壅阻，肠腑热结通不通肺气不降者。喘咳痰嗽为必有之症。
http://www.zhongyoo.com/fangji/dhgct_12760.html,大黄甘草汤,组成炒大黄半两(12克)、炙甘草半两(3克)。,用法用水600毫升，煮取200毫升，分2次温服。,通便止呕。,胃肠积热，浊腐之气上逆，食已即吐，吐势急迫，或大便秘结不通，苔黄，脉滑实者。
http://www.zhongyoo.com/fangji/dxxt_12759.html,大陷胸汤,组成大黄六两(10克)、芒硝一升(10克)、甘遂一钱匕(1克)。,用法水煎，大黄先煮，溶芒硝，冲甘遂末服。得快利，止后服。,泻热逐水。,水热互结之结胸证，心下疼痛拒按，按之硬，或从心下至少腹硬满疼痛，手不可近；伴见短气烦躁，大便秘结，舌上燥而渴，日晡小有潮热，舌红，苔黄腻或兼水滑，脉沉紧或沉迟有力。
http://www.zhongyoo.com/fangji/thcqt_12758.html,桃核承气汤,组成桃核五十个(12克)，大黄四两(12克)，桂枝、炙甘草、芒硝各二两(各6克)。,用法水煎服，每日2次。,破血下瘀。,下焦蓄血证，症见少腹急结，小便自利，神志如狂，甚则烦躁谵语，至夜发热；以及血瘀经闭，痛经，脉沉实而涩者。
http://www.zhongyoo.com/fangji/hpswt_12757.html,厚朴三物汤,组成厚朴八两(24克)、大黄四两(12克)、枳实五枚(9克)。,用法水煎服。,行气除满，去积通便。,实热内积，气滞不行，腹部胀满疼痛，大便不通。舌红苔黄，脉弦实。
http://www.zhongyoo.com/fangji/dglht_12756.html,当归六黄汤,组成当归、生地黄、黄芩、黄柏、黄连、熟地黄各等分(各6克)，黄芪加一倍(12克)。,用法水煎服。,滋阴泻火，固表止汗。,阴虚火旺，盗汗低热，面赤口干，心烦唇燥，大便干结，小便短赤，舌红绛，脉数。
http://www.zhongyoo.com/fangji/cqmls_12750.html,柴前梅连散,组成柴胡、前胡、胡黄连、乌梅各一钱(各3克)。,用法上药研末，每次6克，用童便200毫升，猪胆1枚，猪脊髓1条，韭根白1.5克煎服。,清热除蒸。,骨蒸劳热，或劳风咳嗽，痰少或吐青黄绿痰，寒热分争，脉细弦。
http://www.zhongyoo.com/fangji/qqbjs_12749.html,秦艽鳖甲散,组成柴胡、鳖甲、地骨皮各一两(各30克)，秦艽、当归、知母各半两(各15克)。,用法上药研末，每用15克，水煎服。,滋阴养血，清热除蒸。,骨蒸潮热，肌肉消瘦，唇红颊赤，口干咽燥，夜寐盗汗，咳嗽困倦，脉细数。
http://www.zhongyoo.com/fangji/qgs_12748.html,清骨散,组成银柴胡一钱五分(5克)，胡黄连、秦艽、鳖甲、地骨皮、青蒿、知母各一钱(各3克)，甘草五分(2克)。,用法水煎服。,清虚热，退骨蒸。,虚劳发热，骨蒸潮热，或低热日久不退，形体消瘦，唇红颧赤，舌红少苔，脉细数。
http://www.zhongyoo.com/fangji/qst_12747.html,清肾汤,组成知母(12克)、黄柏(12克)、龙骨(12克)、牡蛎(12克)、白芍(12克)、山药(12克)、乌贼骨(6克)、茜草(6克)、泽泻(4.5克)。,用法水煎服。,清热泻火，滋阴潜阳。,小便频数涩痛，遗精自浊，舌红，脉洪滑有力。
http://www.zhongyoo.com/fangji/gqqdt_12746.html,蒿芩清胆汤,组成青蒿脑钱半至二钱(4.5～6克)、淡竹茹三钱(9克)、仙半夏一钱半(4.5克)、赤茯苓三钱(9克)、青子芩钱半至三钱(4.5～9克)、生枳壳钱半(4.5克)、广陈皮一钱半(4.5克)、碧玉散(包)三钱(9克)。,用法水煎服。,清胆利湿，和胃化痰。,湿遏热郁，寒热如疟，寒轻热重，胸闷口苦，吐酸苦水，或呕黄涎而黏，甚则干呕呃逆，胸胁胀痛，小便短少黄赤，舌红苔白，脉弦滑数。
http://www.zhongyoo.com/fangji/qxlzy_12745.html,清心莲子饮,组成黄芩、麦门冬、地骨皮、车前子、石莲肉、茯苓、黄芪各三钱(各9克)，人参二钱(6克)，甘草一钱半(4.5克),用法水煎服。,清心利水，益气养阴。,虚火淋浊证，小便淋沥，浑浊，尿时刺痛，遇劳即发，或有遗精，五心烦热，四肢倦怠，口苦咽干，或口舌生疮，或白浊带下，舌红，苔黄，脉数。
http://www.zhongyoo.com/fangji/qgt_12744.html,清宫汤,组成玄参心三钱(9克)、莲子心五分(1.5克)、竹叶卷心二钱(6克)、连翘心二钱(6克)、犀角尖二钱(2克)、连心麦门冬三钱(9克)。,用法水煎服。,清心解毒，养阴生津。,温病误汗，液伤邪陷，心包受邪，症见发热，神昏谵语，舌红绛，苔黄，脉滑数。
http://www.zhongyoo.com/fangji/gzt_12743.html,固真汤,组成升麻一钱(3克)、柴胡一钱(3克)、羌活一钱(3克)、炙甘草一钱半(4.5克)、泽泻一钱半(4.5克)、草龙胆二钱(6克)、知母二钱(6克)、黄柏二钱(6克)。,用法水煎服，每日2次。,清热利湿，疏散达邪。,前阴萎弱，阴汗如雨，小便后有余滴，恶寒喜热，膝下亦冷，舌红苔腻，脉数。
http://www.zhongyoo.com/fangji/qzt_12727.html,清震汤,组成升麻、苍术各一两(各30克)，荷叶1张。,用法上药共为细末，每服15克，水煎，食后服。亦可用饮片作汤剂水煎服，各药用量按常规剂量。,清热燥湿，清上止痛。,雷头风，症见头痛，耳响如闻雷，头面泛起疙瘩，脉浮弦，苔薄白。
http://www.zhongyoo.com/fangji/sdyz_12726.html,三豆饮子,组成赤小豆、黑豆、绿豆各一升(各270克)，甘草一两(30克)。,用法水煮熟，分7份，逐日空腹时，食豆饮汁。,清暑利湿，解毒和中。,痘疮，瘟疫及食物中毒。
http://www.zhongyoo.com/fangji/qzt_12725.html,清燥汤,组成黄芪一钱五分(4.5克)，陈皮、白术、泽泻各半钱(各1.5克)，茯苓、升麻三分(0.9克)，炙甘草、麦门冬、当归、生地、黄神曲、猪苓各二分(各0.6克)，柴胡、黄柏、黄连、苍术各一分(各0.3克)。,用法上药共为粗末，每服15克，水煎服。亦可改用汤剂水煎服，各药用量按常规剂量。,补肾益气，清燥利湿。,肾亏湿热痿厥，腰以下痿软瘫痪，不能动，行步不正，两足欹侧，舌淡苔黄腻，脉滑。
