链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/bldej_7209.html,冰连滴耳剂,黄连、枯矾、冰片、明矾、龙骨、海螵蛸,功效与主治】清热解毒，燥湿祛脓。用于风热证、肝胆温热型急、慢性化脓性中耳炎。,用法与用量】外用，先用棉签蘸3%双氧水清洗患耳耳道，然后用棉签拭干外耳道，患耳向上，将耳廓向上后方轻轻牵拉，滴人本品1～3滴，轻轻按压耳屏数次，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q45143506.jpg
http://www.zhongyoo.com/zhongchengyao/zggjw_7204.html,壮骨关节丸,狗脊、淫羊藿、独活、骨碎补、木香、鸡血藤、川断、熟地,功效与主治】补益肝肾，养血活血，舒筋活络，理气止痛。用于肝肾不足、气滞血瘀、经络痹阻;各种退行性骨关节痛、腰肌劳损等。,用法与用量】每日2次，早、晚饭后各服6g(约1外盖)，30天为1个疗程或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50314138.jpg
http://www.zhongyoo.com/zhongchengyao/bpyhs_7216.html,冰硼咽喉散,冰片、硼砂(炒)、玄明粉、青黛、生石膏,功效与主治】清热解毒，消肿止痛。用于咽喉、齿龈肿痛，口舌生疮。,用法与用量】外用，取少量，吹敷患处，每日3～4次。5、按照用法用量使用，儿童应在医师指导下使用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q456132S.jpg
http://www.zhongyoo.com/zhongchengyao/chkg_7220.html,产后康膏,黄芪、党参(炒)、当归(炒)、丹参、益母草、神曲(焦)、陈皮、香附(制)、乌、木香、生地黄、熟地黄、砂仁、杜仲(炒)、泽泻、甘草(炙)、白芍(炒)、山楂(焦)、谷芽(炒)、麦芽(炒),功效与主治】益气养血，滋肾柔肝，安神敛汗，健脾和胃。用于产后、流产后贫血、恶露不净、头晕目眩、心悸汗多、失眠神疲、食欲不振。,用法与用量】口服，每次30g，每日2次，早晚用开水冲服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q5044L03.jpg
http://www.zhongyoo.com/zhongchengyao/astj_7252.html,安神糖浆,灵芝、合欢皮、墨旱莲、白术(炒)、首乌藤、甘草、女贞子(制)、仙鹤草,功效与主治】养血安神。用于贫血体虚之头昏、失眠、腰酸、四肢疲乏。,用法与用量】口服，每次30ml，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q52124B0.jpg
http://www.zhongyoo.com/zhongchengyao/fkbfkfy_7295.html,妇科白风口服液,】乌鸡、艾叶、牛膝(盐制)、柴胡、干姜、白芍(酒炒)、牡丹皮、香附、延胡索(醋制)、知母、茯苓、黄连(酒制)、秦艽、当归、黄芪(炙)、青蒿、地黄、熟地黄、川贝母、地骨皮,功效与主治】补气养血。用于妇女体弱血虚、月经不调、经期腹痛。,用法与用量】口服液，口服，每次10ml，每日2次}胶囊，口服，每次5粒，每日3次;片剂，口服，每次5片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q55921108.jpg
http://www.zhongyoo.com/zhongchengyao/hckfy_7318.html,红芪口服液,】红芪,功效与主治】补气固表。用于头昏自汗、心悸气短、失眠健忘、病后体弱等症。,用法与用量】口服，每次10～20ml，每口2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q61F6431.jpg
http://www.zhongyoo.com/zhongchengyao/dzp_6787.html,调脂片,】制何首乌、决明子、茵陈、水蛭、山楂、大黄(酒制)、郁金,功效与主治】滋肾清肝，化痰祛瘀。用于证属肝肾阴虚、痰瘀内阻的原发性高脂血症。,用法与用量】口服，每次5片，每日3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100GTZ9609.jpg
http://www.zhongyoo.com/zhongchengyao/ttkfy_6788.html,通天口服液,川芎、赤芍、天麻、羌活、白芷、细辛、菊花、薄荷、防风、茶叶、甘草,功效与主治】活血化瘀，通脉活络，疏风止痛。用于治疗头痛(偏头痛、神经性头痛、紧张性头痛、血管性头痛、风寒感冒头痛)和颈椎病痛。预防脑出血发作、脑血栓形成。改善脑血管疾病后遗症(缺血性脑血管疾病、脑溢血后遗症瘫痪等)。,用法与用量】口服，每日2～3次，每次10ml。头痛即服显效，7天为1个疗程。治疗中风后遗症15天为1个疗程，可连服3个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100GT924L3.jpg
http://www.zhongyoo.com/zhongchengyao/ccgkp_6811.html,参柴肝康片,柴胡、人参茎叶皂苷,功效与主治】益气舒肝。用于急、慢性肝炎属气虚肝郁证者。,用法与用量】口服，每次3片，每日3次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100GUU31J.jpg
http://www.zhongyoo.com/zhongchengyao/ltg_6877.html,柳条膏,】生马钱子、蜈蚣、木鳖干、生川乌、生草乌、乳香、没、蛇蜕、鲜柳条、鲜国槐条、鲜桑条,功效与主治】拨毒生肌。用于痈疽、疔毒、疮肿、冻疮。,用法与用量】将膏药加温软化，摊于布上，贴患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100G92022b7.jpg
http://www.zhongyoo.com/zhongchengyao/wlgcg_6880.html,威灵骨刺膏,】铁丝威灵仙、香加皮、赤芍、当归、防风、骨碎补、白芷、生川乌、生草乌、羌活等20味,功效与主治】温经散寒，疏风除湿，蠲痹止痛。用于寒湿痹阻所致骨质增生、骨刺，症见疼痛、肿胀、麻木、屈伸不利。,用法与用量】外用。洗净局部皮肤，将膏药加温软化，贴于患处。根据疼痛部位及病变范围每次可同时贴用1～4贴，6～7天换药1次。休息1～3天，再继续贴用。1个月为1个疗程或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100G9233H59.jpg
http://www.zhongyoo.com/zhongchengyao/wcaw_6903.html,胃肠安丸,木香、沉香、檀香、麝香、朱砂、枳壳、厚朴、川芎、大黄、巴豆霜、大枣,功效与主治】芳香化浊，理气止痛，健胃导滞。用于湿浊中阻、食滞不化所致的腹泻、纳差、恶心、呕吐、腹胀、腹痛;消化不良、肠炎、痢疾见上述证候者。,用法与用量】口服，每次4丸，每日3次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100G9305S24.jpg
http://www.zhongyoo.com/zhongchengyao/gsdjp_6977.html,归芍调经片,柴胡、白芍、白术、茯苓、当归、川芎、泽泻,功效与主治】疏肝理脾，调经止带。主治妇女月经不调、痛经、闭经、经前期紧张症，也可用于女性更年期综合征、黄体生成不全、性功能减退、盆腔和泌尿生殖器炎症、功能性子官出血的治疗。,用法与用量】口服，每次3～4片，每日2次，28天为1个疗程，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H10103153.jpg
http://www.zhongyoo.com/zhongchengyao/tqddfsrg_6989.html,田七跌打风湿软膏,三七、续断、豨签草、白芷、金钱草、黄柏、木瓜、骨碎补、苏木、独活、羌活、五加皮、海桐皮、桃仁、泽兰、甘草、薄荷脑、当归尾、栀子、防风、威灵仙、大黄、忍冬、伸筋草、樟脑,功效与主治】活血去瘀，舒筋通络，消肿止痛，祛风除湿。用于软组织挫伤，风湿腰痛，肌腱劳损，以及骨折、脱位引起的软组织损伤。,用法与用量】涂擦患处，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H11922431.jpg
http://www.zhongyoo.com/zhongchengyao/sggyj_6991.html,史国公药酒,玉竹、鳖甲(醋酥)、白 术(麸炒)、牛膝、桑寄生、蚕砂、川芎、防 风、木瓜、当归、红花、甘草、羌活、独活、续断、鹿角胶、红曲,功效与主治】祛风除湿，活血通络。用于风寒湿痹之骨节疼痛、四肢麻 木。,用法与用量】口服，每次15～30g， 每日2～3次。4、按照用法用量服用，年老体虚者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H11959240.jpg
http://www.zhongyoo.com/zhongchengyao/sfwp_6992.html,四方胃片,海螵蛸、黄连、苦杏仁、浙贝母、川楝子(去皮酒炒)、延胡索(醋制)、沉香、柿霜、吴茱萸(盐水制),功效与主治】制酸止痛。用于胃痛、胃酸过多、消化不良。,用法与用量】片，每次3片，每日2～3次;胶囊，每次3粒，每日2～3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H1201X41.jpg
http://www.zhongyoo.com/zhongchengyao/nslkl_7064.html,宁神灵颗粒,柴胡、半夏(制)、龙骨、黄芩、桂枝、牡蛎、大黄、甘草,功效与主治】舒肝开郁，镇惊安神。用于头昏头痛、心烦易怒、心悸不宁、胸闷少气、少寐多梦。,用法与用量】开水冲服，每次14g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H14111K6.jpg
http://www.zhongyoo.com/zhongchengyao/jjdhw_7080.html,加减地黄丸,女贞子、熟地黄、地黄、郁金(醋制)、地骨皮、山(麸炒)、茯苓、五味子(醋制)、泽泻(麸炒),功效与主治】滋补肝肾。用于肝肾不足之头晕耳鸣、潮热、盗汗、遗精。,用法与用量】口服，水蜜丸每次9g，大蜜丸每次1丸，每日2次。5、按照用法用量服用，小儿及孕妇应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H15921a4.jpg
http://www.zhongyoo.com/zhongchengyao/ykkfy_7085.html,孕康口服液,山、续断、黄苠、当归、狗脊(去毛)、菟丝子、桑寄生、杜仲(炒)、补骨脂、党参、茯苓，白术(焦)、阿胶、地黄、山茱萸、枸杞子、乌梅、白芍、砂仁、益智、苎麻根、黄芩、艾叶,功效与主治】健脾固肾，养血安胎。用于气虚型和气血虚弱型先兆流产和习惯性流产。,用法与用量,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H2010X20.jpg
http://www.zhongyoo.com/zhongchengyao/yxnkl_7089.html,幼泻宁颗粒,白术(焦)、炮姜、车前草,功效与主治】健脾利湿，温中止泻。用于小儿脾失健运消化不良引起的腹泻。,用法与用量】口服，1～6个月婴儿每次3～6g，6个月至1岁每次6g，1～6岁每次12g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H15230429.jpg
http://www.zhongyoo.com/zhongchengyao/jrxp_7091.html,吉如心片,】广枣提取物，主要含槲皮素、原儿茶酸等成分,功效与主治】行气活血，养心安神。主治心血瘀阻型胸痹，症见胸部刺痛、绞痛或胸部疼痛、胸闷憋气、心悸等。适用于治疗冠心病、心绞痛及预防心绞痛发作。,用法与用量】口服，每次4片，每日3次，疗程4周。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H1531b41.jpg
http://www.zhongyoo.com/zhongchengyao/xhw_7113.html,西黄丸,牛黄、麝香、乳香、没,功效与主治】解毒散结，消肿止痛。用于毒瘀互结、痈疽疮疡之阻疽肿痛、多发性脓肿、淋巴结炎、寒性脓疡属上述证候者。,用法与用量】口服，丸剂，每次3g，每日2次，温开水或黄酒送服;胶囊，每次4～8粒，每日2次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H21551363.jpg
http://www.zhongyoo.com/zhongchengyao/xznw_7192.html,血脂宁丸,山楂、荷叶、决明子、制何首乌,功效与主治】化浊降脂，润肠通便。用于痰浊阻滞型高脂血症，症见头昏胸闷、大便于燥。,用法与用量】口服，每次2丸，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q13153K7.jpg
http://www.zhongyoo.com/zhongchengyao/qldbw_7199.html,全鹿大补丸,】全鹿干(或鲜全鹿肉)、熟地黄、枸杞子、芡实(炒)、山、巴戟天(盐制)、补骨脂(盐制)、当归、牛膝、沙苑子、龟板(制)、锁阳、五味子、沉香、地黄、菟丝子(炒)、黄芪、女贞子、白术(炒)、制何首乌、莲子(炒)、陈皮、菊花、天冬、花椒、胡芦巴(炒)、红参、山莱萸、杜仲(炭)、川芎、肉苁蓉(制)、茯苓、白芍(酒炒)、麦冬、大青盐、砂仁、酸枣仁(炒)、甘草(制)、小茴香(盐制),功效与主治】补血填精，益气固本。用于头眩耳鸣、神志恍惚、身体衰弱、气血双亏。,用法与用量】口服，水蜜丸每次6g，大蜜丸每次1丸，每日2次。7、按照用法用量服用，年老者与高血压患者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50100P7.jpg
http://www.zhongyoo.com/zhongchengyao/zgztjn_7203.html,壮骨止痛胶囊,补骨脂、淫羊藿、枸杞子、女贞子、骨碎补(烫)、狗脊、川牛膝,功效与主治】补益肝肾，壮骨止痛。用于原发性骨质疏松症属肝肾不足证，症见腰背疼痛、腰膝酸软、四肢骨痛、肢体麻木、步履艰难、舌质偏红或淡、脉细弱等。,用法与用量】口服，每次4粒，每日3次，3个月为1个疗程。服用1～2个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50251513.jpg
http://www.zhongyoo.com/zhongchengyao/fkmjj_7293.html,妇科毛鸡酒,】干毛鸡(去毛、内脏)、红花、厚朴、黄芪、当归、大枣、党参、羌活、白芷、川芎、枸杞子、鸡脚、猪脚筋、炮姜、半枫荷、白芍(炒)、山,功效与主治】祛风活血，补气养血。用于产后体弱、手脚麻痹、腰膝疼痛、风寒湿痹。,用法与用量】口服，每次30～50ml，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q6000K55.jpg
http://www.zhongyoo.com/zhongchengyao/xsjkl_7976.html,夏桑菊颗粒,夏枯草、野菊花、桑叶,功效与主治】清肝明日，疏风散热，解疮毒。用于风热感冒，目赤头痛，头晕耳鸣，咽喉肿痛。,用法与用量】口服，每次10～20g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009204Z92X.jpg
http://www.zhongyoo.com/zhongchengyao/chzkp_7983.html,柴胡镇咳片,】柴胡干浸膏,功效与主治】镇咳。用于感冒引起的咳嗽、支气管炎。,用法与用量】口服，每次3～5片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009204I1E0.jpg
http://www.zhongyoo.com/zhongchengyao/zbtjn_8044.html,脂必泰胶囊,山楂、白术、红曲等,功效与主治】消痰化瘀，健脾和胃。主治痰瘀互结、血气不利所致的高脂血症。症见头昏、胸闷、腹胀、食欲减退、神疲乏力等。,用法与用量】口服，每次1粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101011430DT.jpg
http://www.zhongyoo.com/zhongchengyao/nstw_8064.html,脑塞通丸,地黄、红参、天花粉、牛膝、大黄(制)、列当(酒)、土鳖虫(炒)、地龙(炒)、牡丹皮、桃仁、琥珀、朱砂等21味,功效与主治】活血化瘀，通经活络，益气养阴。用于脑血栓、脑瘀血后遗症，肢体偏瘫、手足麻木、语言障碍等。,用法与用量】口服，每次1袋，每日2～3次，温开水送下。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101014302I43.jpg
http://www.zhongyoo.com/zhongchengyao/yzsxjn_8065.html,益中生血胶囊,党参、山、薏苡仁(炒)、陈皮、法半夏、草豆蔻、大枣、绿矾、甘草,功效与主治】健脾和胃，益气生血。用于脾胃虚弱、气咀两虚所致的面色萎黄、头晕、纳差、心悸气短、食后复胀等;缺铁性贫血见上述证候者。,用法与用量】用服，每次3粒，每日3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010143012F6.jpg
http://www.zhongyoo.com/zhongchengyao/zldtjn_8138.html,猪苓多糖胶囊,】猪苓,功效与主治】清热利湿。用于湿热内蕴型慢性乙型肝炎的辅助治疗。,用法与用量】口服，每次2粒，每日3次，疗程3个月;肌内注射，每次2～4ml，每日1次，小儿酌减或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010152214545.jpg
http://www.zhongyoo.com/zhongchengyao/jqs_8137.html,脚气散,荆芥穗、白芷、枯矾,功效与主治】燥湿，止痒。用于脚癣、趾间糜烂、刺痒难忍。,用法与用量】外用，取本品适量撒于患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010152522156.jpg
http://www.zhongyoo.com/zhongchengyao/plqp_8136.html,盘龙七片,】盘龙七、川乌、草乌、当归、杜仲、秦艽、铁棒锤、红花、五加皮、牛膝、过山龙、丹参等29味,功效与主治】活血化瘀，祛风除湿，消肿止痛，滋养肝肾。用于风湿瘀阻所致的痹病，症见关节疼痛、刺痛或疼痛夜甚、屈伸不利;或腰痛、劳累加重，或跌打损伤，以及瘀血阻络所致的局部肿痛;风湿性关节炎、腰肌劳损、骨折及软组织损伤见上述证候者。,用法与用量】口服，每次3～4片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101015253Q08.jpg
http://www.zhongyoo.com/zhongchengyao/dsp_8135.html,得生片,益母草、白芍、川芎、木香、当归、柴胡,功效与主治】养血化瘀，调经止痛。用于血瘀气滞之月经不调、经期腹痛。,用法与用量】片，口服，每次4片，每日2次;丸，口服，每次1丸，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101015255H60.jpg
http://www.zhongyoo.com/zhongchengyao/klbyp_8160.html,康乐鼻炎片,苍耳子、辛夷、白芷、麻黄、穿心莲、黄芩、防风、广藿香、牡丹皮、薄荷脑、马来酸氯苯那敏,功效与主治】疏风清热，活血驱瘀，祛湿通窍。用于外感风邪、郁热、脾胃湿热而致的伤风鼻塞、鼻窒、鼻鼽、鼻渊(急慢性鼻炎、过敏性鼻炎、鼻窦炎)。,用法与用量】口服，每次4～6片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101016335H93.jpg
http://www.zhongyoo.com/zhongchengyao/zcwxy_8151.html,痔疮外洗药,】芒硝、花椒、防风、黄连、鱼腥草、五倍子、甘草,功效与主治,用法与用量】装入布袋，煎水熏洗。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010151T95J.jpg
http://www.zhongyoo.com/zhongchengyao/qgjww_8253.html,清感九味丸,】制草乌、诃子、土术香、黑云香、漏芦花、胡黄连、拳参、北沙参、翻白草,功效与主治】解热，止咳。用于瘟疫热证之感冒咳嗽、咽喉疼痛。,用法与用量】口服，每次9～13粒，每日1次。临睡前服，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610101Q915P4.jpg
http://www.zhongyoo.com/zhongchengyao/ddqls_8324.html,跌打七厘散,当归(酒制)、红花、乳香(醋制)、没(醋制)、血竭、三七、麝香、冰片、朱砂、儿荼,功效与主治】活血散瘀，消肿止痛。用于跌打损伤，外伤出血。,用法与用量】口服，每次0.5～1g，每日2～3次，亦可用酒送服;外用，调敷患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111A1153H.jpg
http://www.zhongyoo.com/zhongchengyao/jtqbp_8323.html,景天祛斑片,红景天、枸杞子、黄芪、当归、制何首乌、红花、珍珠、杜鹃花,功效与主治】活血行气，祛斑消痤。用于气滞血瘀所致的黄褐斑、蝴蝶斑、雀斑、妊娠斑、晒斑、老年斑等各种色斑痤疮。,用法与用量】口服，每次3～4片，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111A1332O.jpg
http://www.zhongyoo.com/zhongchengyao/zkw_8321.html,紫蔻丸,山楂(去核)、茯苓、草豆蔻、陈皮、广藿香、豆蔻、砂仁、香附(醋制)、槟榔、麦芽、枳壳(炒)、甘草、青皮、丁香、白术(炒)、莱菔子(炒)、六神曲(炒)、木香、高良姜、宫桂,功效与主治】温中行气，健胃消食。用于寒郁气滞或饮食所致的消化不良、恶心呕吐、暖气吞酸、胀满、胃脘疼痛。,用法与用量】口服，每次1丸，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111AJ9B9.jpg
http://www.zhongyoo.com/zhongchengyao/gjdcg_8341.html,蛤蚧党参膏,】党参清膏、蛤蚧,功效与主治】健脾胃，补肺肾，补巾益气，益精助阳，止咳定喘。用于脾胃虚弱、肺气不足之体倦乏力、虚劳喘咳等症的辅助治疗。,用法与用量】口服，每次10～15g，每日2次。9、按照用法用量服用，小儿应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111H155G2.jpg
http://www.zhongyoo.com/zhongchengyao/tsp_8434.html,痛舒片,】七叶莲、三七、灯盏细辛、珠子参、重楼、甘草、玉葡萄根、栀子,功效与主治】活血化瘀，舒筋活络，化痞散结，消肿止痛。用于跌打损伤、风湿性关节痛、肩周炎、痛风性关节痛、乳腺小叶增生。,用法与用量】口服，片，每次3～4片，每日3次;胶囊，每次3～4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111Q215J1.jpg
http://www.zhongyoo.com/zhongchengyao/tkp_8436.html,童康片,黄芪、白术、防风、山、牡蛎、陈皮,功效与主治】补肺固表，健脾益胃。提高机体免疫功能，用于体虚多汗、易患感冒、倦怠乏力、食欲不振。,用法与用量】口服，每次3～4片，每日4次，嚼碎后吞服，需连服3个月。3、按照用法用量服用，小儿及孕妇应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111Q145104.jpg
http://www.zhongyoo.com/zhongchengyao/lwlkl_8437.html,阑尾灵颗粒,金银花、薄公英、败酱草、牡丹皮、赤芍、川楝子、大黄、桃仁、木香,功效与主治】清热解毒，泻下通便，破瘀散结，理气止痛。用于急性单纯性阑尾炎(瘀滞型)、急性化脓性阑尾炎早期(蕴热型)。,用法与用量】需开水冲服，每次12g，每日3～4次或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111Q1064Y.jpg
http://www.zhongyoo.com/zhongchengyao/pjzcs_8438.html,普济痔疮栓,】熊胆粉、冰片、猪胆粉,功效与主治】清热解毒，凉血止血。用于热证便血;对各期内痔，便血及混合痔肿胀等有较好的疗效。,用法与用量】直肠给药，每次1粒，每日2次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111P6244A.jpg
http://www.zhongyoo.com/zhongchengyao/syqwj_8439.html,湿疡气雾剂,黄柏、黄连、当归等,功效与主治】清热燥湿，解毒止痒。用于急性湿疹见有皮肤红斑、渗液、瘙痒等属于湿热毒邪蕴于肌肤者。,用法与用量】外用，取下帽，将罩横插于喷头上，将瓶体倒置，摇匀药液，揿压揿扭，距创面20cm喷射，每日4～6次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111P60a06.jpg
http://www.zhongyoo.com/zhongchengyao/klnjn_8451.html,渴乐宁胶囊,黄芪、黄精(酒制)、地黄、太子参、天花粉,功效与主治】益气，养阴，生津。适用于气阴两虚型消渴病(非胰岛素依赖型糖尿病)，症见口渴多饮、五心烦热、乏力多汗、心慌气短等。,用法与用量】口服，每次4粒，每日3次，3个月为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111P134417.jpg
http://www.zhongyoo.com/zhongchengyao/kysjn_8455.html,溃疡散胶囊,甘草、白及、延胡索、泽泻、海螵蛸、薏苡仁、黄芩、天仙子,功效与主治】理气和胃，制酸止痛。用于脾胃湿热之胃脘胀痛、胃酸过多、溃疡病、慢性胃炎。,用法与用量】口服，每次5粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111S12R31.jpg
http://www.zhongyoo.com/zhongchengyao/hmykl_8457.html,滑膜炎颗粒,川牛膝、丹参、当归、防己、功劳叶、黄芪、女贞子、丝瓜络、土茯苓、稀莶草、夏枯草、薏苡仁、泽兰,功效与主治】清热除湿，活血通络。用于急、慢性滑膜炎及膝关节术后。,用法与用量】温开水冲服，成人每次1袋，小儿酌减，每日3次，饭前服药，6日为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111S101R1.jpg
http://www.zhongyoo.com/zhongchengyao/zsnsw_8463.html,滋肾宁神丸,熟地黄、山、金樱子、酸枣仁(炒)、首乌藤、女贞子、菟丝子(制)、牛大力、茯苓、珍珠母、白芍(炒)、丹参、制何首乌、黄精(制)，五味子、五指毛桃,功效与主治】滋补肝肾，宁心安神。用于治疗肝肾亏损之头晕耳呜、失眠多梦、怔忡健忘、腰酸(遗泄)、神经衰弱等症。,用法与用量】口服，每次10g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111RR5320.jpg
http://www.zhongyoo.com/zhongchengyao/gmtsp_8525.html,感冒退烧片,板蓝根、葛根、荆芥穗、柴胡、拳参,功效与主治】清热散风，解表。用于风热感冒所致的发热、微恶风寒、咽喉肿痛、鼻塞、咳嗽等症。,用法与用量】口服，每次8～12片，每日2次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121255B13.jpg
http://www.zhongyoo.com/zhongchengyao/xls_8550.html,锡类散,】象牙屑、青黛、壁钱炭、人指甲(滑石粉制)、珍珠、冰片、牛黄,功效与主治】解毒化腐。用于咽喉糜烂肿痛。,用法与用量】每次少许，吹敷患处，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011213550S7.jpg
http://www.zhongyoo.com/zhongchengyao/jyzgstqwrjn_8551.html,锯叶棕果实提取物软胶囊,】本品为锯叶棕果实提取物,功效与主治】用于良性前列腺增生初期，如尿频、尿急、排尿困难等。,用法与用量】口服，每次1粒，每日1～2次，饭后用少许温开水冲服。医师要根据疾病的严重程度和病程决定用量及疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121353V08.jpg
http://www.zhongyoo.com/zhongchengyao/zelkl_8552.html,稚儿灵颗粒,党参、白术(麸炒)、茯苓、太子参、山、地黄、当归、白芍(麸炒)、制何首乌、石菖蒲、远志(制)、五味子(制)等23味,功效与主治】益气健脾，补脑强身。用于小儿厌食、面黄体弱、夜寝不宁、睡后盗汗等症。,用法与用量】开水冲服，每次9～15g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011213524935.jpg
http://www.zhongyoo.com/zhongchengyao/crkl_8553.html,催乳颗粒,黄芪、党参、白术、当归、川芎、王不留行、漏芦等,功效与主治】益气养血，通络下乳。用于产后气血虚弱所致的缺乳、少乳。,用法与用量】口服，每次20g，每日3次，温开水冲服，4天为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011213515958.jpg
http://www.zhongyoo.com/zhongchengyao/qtlkfy_7902.html,祛痰灵口服液,】鲜竹沥、鱼腥草,功效与主治】清热，化痰，解毒。用于肺热痰喘、咳嗽痰多。,"用法与用量】口服，每次30ml，每日3次,2岁以下每次15ml，每日2次;2～6岁每次30ml，每日2次;6岁以上每次30ml，每日2～3次;或遵医嘱。",http://www.zhongyoo.com//uploads/allimg/1610/2-1610091P10bL.jpg
http://www.zhongyoo.com/zhongchengyao/zsmgjztg_7906.html,祖师麻关节止痛膏,】祖师麻、樟脑、冰片、薄荷脑、二甲苯麝香、水杨酸甲酯、苯海拉明,功效与主治】祛风除湿，活血止痛。用于风寒湿闭阻、瘀血阻络所致痹病，症见肢体关节肿痛、畏痛肢冷。,用法与用量】贴患处，12～24小时更换1次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091P00Q04.jpg
http://www.zhongyoo.com/zhongchengyao/sknw_7911.html,神康宁丸,地黄、酸枣仁、山、远志(制)、当归、丹参、珍珠母(飞)、五味子、首乌藤、合欢皮、合欢花、大枣,功效与主治】滋阴养血，平肝安神。用于血虚肝旺之失眠心悸、夜寐多梦、烦躁易怒、眩晕耳鸣，神经衰弱见上述证候者。,用法与用量】口服，每次15～20粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091KJ2118.jpg
http://www.zhongyoo.com/zhongchengyao/trjdzsy_7912.html,退热解毒注射液,金银花、连翘、牡丹皮、蒲公英、金钱草、柴胡、夏枯草、石膏,功效与主治】清热解毒。用于病毒性感染，原因不明的高热、急慢性炎症，尤其适用对抗生素有耐药性或过敏的患者。,用法与用量】肌内注射，每次2～4ml，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091KHW42.jpg
